,JUDE_T0,SABRA_T0,JOHNER_T0,FERRO_T0,WIERZBOWSKI_T0,HILLARD_T0,CROWE_T0,AARON_T0,JUDE_T1,SABRA_T1,JOHNER_T1,FERRO_T1,WIERZBOWSKI_T1,HILLARD_T1,CROWE_T1,AARON_T1,JUDE_T2,SABRA_T2,JOHNER_T2,FERRO_T2,WIERZBOWSKI_T2,HILLARD_T2,CROWE_T2,AARON_T2,JUDE_T3,SABRA_T3,JOHNER_T3,FERRO_T3,WIERZBOWSKI_T3,HILLARD_T3,CROWE_T3,AARON_T3,CALL_T0,OUTLIER_C_T0,CALL_T1,OUTLIER_C_T1,CALL_T2,OUTLIER_C_T2,CALL_T3,OUTLIER_C_T3,APONE_T0,APONE_T1,APONE_T2,APONE_T3,BURKE_T0,BURKE_T1,BURKE_T2,BURKE_T3,DISTEPHANO_T0,DISTEPHANO_T1,DISTEPHANO_T2,DISTEPHANO_T3,HICKS_T0,HICKS_T1,HICKS_T2,HICKS_T3,HUDSON_T0,HUDSON_T1,HUDSON_T2,HUDSON_T3,TULLY_T0,TULLY_T1,TULLY_T2,TULLY_T3,BOGGS_T0,BOGGS_T1,BOGGS_T2,BOGGS_T3,CLEMENS_T0,CLEMENS_T1,CLEMENS_T2,CLEMENS_T3,DIETRICH_T0,DIETRICH_T1,DIETRICH_T2,DIETRICH_T3,JACOBS_T0,JACOBS_T1,JACOBS_T2,JACOBS_T3,RAINS_T0,RAINS_T1,RAINS_T2,RAINS_T3,WREN_T0,WREN_T1,WREN_T2,WREN_T3,BELLOT_T0,BELLOT_T1,BELLOT_T2,CHRISTIE_T0,CHRISTIE_T1,CHRISTIE_T2,FRANK_T0,FRANK_T1,FRANK_T2,FROST_T0,FROST_T1,FROST_T2,GORMAN_T0,GORMAN_T1,GORMAN_T2,NEWT_T0,NEWT_T1,NEWT_T2,PURVIS_T0,PURVIS_T1,PURVIS_T2,TROY_T0,TROY_T1,TROY_T2,VRIESS_T0,VRIESS_T1,VRIESS_T2,WILLIAMSON_T0,WILLIAMSON_T1,WILLIAMSON_T2,ANDREWS_T0,ANDREWS_T1,ANDREWS_T2,GREGOR_T0,GREGOR_T1,GREGOR_T2,GOLIC_T0,GOLIC_T1,GOLIC_T2,SKELL_T0,SKELL_T1,SKELL_T2,PEREZ_T0,PEREZ_T1,PEREZ_T2,BISHOP_T0,BISHOP_T1,DILLON_T0,DILLON_T1,DRAKE_T0,DRAKE_T1,RIPLEY_T0,RIPLEY_T1,SPUNKMEYER_T0,SPUNKMEYER_T1
IMM_014,7.032639757570084,7.021499199964883,7.200096503421647,6.964468254928504,7.08708754159246,6.892914993903471,7.108304027502156,7.108304027502156,7.129213017265137,7.190181034556564,7.219725310170579,6.952786449880869,7.076361134999401,7.180196945983941,6.868252939669201,6.998956631313795,7.2362811654549395,7.042270545488314,6.8805194754917025,7.031299427667311,6.986561112902026,7.28327864499211,6.916739663404456,6.919839459488627,6.805231348187465,7.137427778528655,7.116817498853369,7.042270545488314,7.116876306548181,7.225252467592973,6.847689673732792,7.378204390431572,7.0853392673802,7.043694946079079,6.738192399104828,6.963660710791948,6.859968003511229,6.940390931469101,7.177785516144795,7.244111494844288,7.200096503421647,6.941009282104516,7.053158861631051,7.271945703041014,7.032639757570084,6.987551868041546,6.997876426129861,7.290207909433743,7.032639757570084,7.219725310170579,7.15774776290825,6.745509278926313,7.209944289377994,6.868252939669201,6.90476702173838,6.940390931469101,7.08708754159246,7.295674163403878,7.310759381414217,7.207329791758811,7.314052692718732,7.139554961486596,7.053158861631051,7.15774776290825,6.998956631313795,7.149823296940423,7.317174957034012,7.157234044164322,6.892914993903471,6.964468254928504,7.009103681553115,6.928613763692748,6.976056229203716,7.332200039428992,7.095908509090387,7.253449359423625,7.129213017265137,6.929135181816224,7.053158861631051,6.810214968314129,7.341188822656246,7.043694946079079,7.310759381414217,7.245803939573446,6.976056229203716,7.1600190640463115,7.137427778528655,6.963660710791948,7.1877009850098785,6.928613763692748,7.063965616587633,7.032639757570084,6.987551868041546,7.095908509090387,7.032639757570084,7.219725310170579,7.074692023180692,7.209944289377994,6.868252939669201,6.940390931469101,7.074692023180692,7.28327864499211,6.952072736516736,7.301657174306964,7.127159443074827,7.095908509090387,6.998956631313795,7.149823296940423,7.042270545488314,6.8805194754917025,6.952072736516736,7.063965616587633,6.963660710791948,7.319804521017224,7.095908509090387,7.129213017265137,6.929135181816224,7.074692023180692,7.127159443074827,7.074692023180692,7.043414144607159,7.367823949159713,7.385311375888554,7.075357037109914,7.137427778528655,7.255264268822513,7.054140551200218,6.952072736516736,7.337726429014485,6.919839459488627,6.952786449880869,7.010271944541629,6.931521264536262,7.177785516144795,6.928613763692748,7.053158861631051,7.1877009850098785,7.147623545634543,6.916739663404456,6.997876426129861,7.031299427667311,6.997876426129861,7.217044946592022
IMM_015,7.170483216187158,7.140529994085529,7.170483216187158,7.078690740267667,7.1998271777693015,7.003026470335595,6.934854967694015,7.057474254357971,7.19011202293609,7.160567747322075,7.247445198002041,6.98065865730714,7.247445198002041,7.170483216187158,7.19011202293609,7.284439405484243,7.294519195333574,7.018394790059337,7.051817791596787,6.972591100446212,7.084483980517109,7.007079476831502,7.436247304945235,7.348724081816255,6.876375785186909,7.410712212838098,7.147677807004303,6.995674713559254,7.161097078640483,6.921909414761058,7.130723429596965,7.339900231429248,7.105857631309676,7.1998271777693015,6.826148708251515,7.384717004305153,7.0355661965566245,7.266322303502922,7.227848155688287,7.257958617893072,7.099599730030648,7.1998271777693015,7.084483980517109,7.180996636078189,7.311575535421757,7.120210009705934,7.303797008921586,6.991172077198171,7.120210009705934,6.899521894581735,7.188319791501649,7.339900231429248,7.089183114085309,7.057474254357971,7.018394790059337,6.913212553367281,7.238046499999792,7.099599730030648,7.3403228849466995,7.1579461424581305,7.120210009705934,7.120210009705934,7.227848155688287,7.303797008921586,7.256783062581378,7.256783062581378,7.304055032482527,7.07863491844851,6.98065865730714,7.256783062581378,7.116426873019863,7.007079476831502,7.406923412009238,7.266060876169389,6.799754503583997,7.219990767694052,7.266060876169389,7.293541612591496,7.227848155688287,7.140919196702853,7.209477347803021,7.170483216187158,7.3403228849466995,7.116426873019863,7.160567747322075,7.109941674252107,6.863884841003712,7.06278890941779,7.1373358627828445,7.237563310521498,7.029622045482591,7.311575535421757,7.120210009705934,7.073677225560527,7.120210009705934,6.899521894581735,7.294519195333574,7.089183114085309,7.057474254357971,7.116426873019863,7.275782632751989,7.1373358627828445,7.198303880074271,7.1579461424581305,7.1579461424581305,7.303797008921586,7.256783062581378,7.256783062581378,7.237563310521498,7.018394790059337,7.294519195333574,7.029622045482591,7.444659544761435,7.303797008921586,7.073677225560527,7.266060876169389,7.293541612591496,7.294519195333574,7.247213480555217,6.746315244622536,7.002399332621425,6.934854967694015,7.209477347803021,7.046454512699361,7.331277745343693,7.007079476831502,7.267296482472409,6.960909295398577,7.105857631309676,7.0892041601586975,7.480504544390346,7.266060876169389,7.171081167213106,7.095210387110168,7.06278890941779,7.06278890941779,7.5182406771425425,7.256799529384415,7.384717004305153,7.040762603087791,7.384717004305153,7.367122944290414,7.095210387110168
IMM_016,7.8802344244006575,7.814646082773081,8.046592810822776,7.9197627885872945,7.626786067396061,8.010433147527358,8.039433019249913,7.85598687815398,8.182797194421088,7.935275787958619,7.754703542316799,7.73710948230206,7.980838365339063,8.169741041595643,8.05371724525616,8.003091172186192,7.635861080946709,7.550744467308759,7.354679328402656,7.468751095111451,7.643355617493634,7.558693220424249,7.628327408261302,7.807560118783423,7.372826675112916,7.408450584843637,7.590057391333584,7.502109692057882,8.082524734700199,7.776421606974518,8.061151083907632,7.997314345181238,7.38181545834017,7.8802344244006575,7.911943284127996,7.558693220424249,7.997314345181238,7.7303786797309995,7.417220794471369,7.763246218226785,7.797772264208684,7.9506237522920555,9.352394775208102,8.050344328951049,7.772085620545035,7.9882941702581105,9.277310773014339,7.7311255213216725,8.081868285570309,8.088821046212075,9.270067100687715,7.8874529193632625,7.763420759417907,7.888227215154188,9.322361608129928,7.518504130308551,7.823009555707707,8.060806670042478,7.518504130308551,7.6582288939751635,8.189281227991287,7.9582369364019305,7.744385537724878,7.7651440978916755,7.558306329513295,8.074881855254201,7.728416234063685,8.378766185923912,7.927540139179014,7.626786067396061,7.613141004446626,7.574460536282566,8.02500594861463,7.86411475903738,7.5347143574898094,8.028484894987308,7.839592439903312,7.692162076248086,7.744385537724878,7.7685308213550535,7.896175968269679,7.7459333326890665,7.518504130308551,7.434602872699605,8.039433019249913,7.831324823919711,7.6729503996819295,7.613141004446626,7.460289516363255,7.613141004446626,9.190449932624347,7.772085620545035,7.9882941702581105,9.106181015726742,8.081868285570309,8.088821046212075,9.352394775208102,7.763420759417907,7.888227215154188,9.432441531410138,7.485526807862278,7.723323922197048,9.064919050540487,7.851798480145858,7.620754188556501,9.248115273335605,7.558306329513295,8.074881855254201,9.350106598612832,7.590057391333584,7.289303319550632,9.190449932624347,7.687523200769202,7.526632011191951,9.106181015726742,7.839592439903312,7.692162076248086,9.352394775208102,7.558693220424249,7.709110062977348,7.81268515096129,8.032237517845708,7.888227215154188,7.728416234063685,7.582280040741865,7.451778016507737,7.9746299935450455,7.5347143574898094,7.7923655666267,8.054676749747081,8.116301782634181,7.965810156106731,7.68715426887743,7.502109692057882,7.485526807862278,7.566598418509596,7.493842076074281,7.7923655666267,7.650811422412681,7.298826093669138,7.468751095111451,7.327022985499791,7.582280040741865
IMM_017,7.5544236280421595,7.451045888196851,7.228653466860402,7.033257777901972,7.4674403264475195,7.42609953106662,7.159706113142911,7.294455525256149,7.515534614648565,7.523396732421535,7.285236995226771,7.366156990610338,7.409225712502224,7.515534614648565,7.507629416563218,7.357386780982606,7.23763524767921,7.491083604683806,7.28463272721638,7.514930346638174,7.442174004202859,7.491083604683806,7.148977627858813,7.470846495109612,7.499076395437337,7.442174004202859,7.1077549651323,7.474963939320529,7.470846495109612,7.241645684351693,7.241645684351693,7.297861693918241,7.514930346638174,7.400714212646706,7.275959181638759,7.408621444491833,7.334157823141231,7.499076395437337,7.499076395437337,7.111765401804783,7.4755682073309195,7.285236995226771,7.293851257245758,7.429505699728712,7.357386780982606,7.339684779249146,7.266017049049032,7.288643163888863,7.546729236252158,7.228653466860402,7.408621444491833,7.791143504418046,7.247762289808107,7.42609953106662,7.293851257245758,7.45044162018646,7.257222619057174,7.546729236252158,7.507025148552827,7.23763524767921,7.366156990610338,7.56969038469547,7.391547931132892,7.15910184513252,7.4755682073309195,7.294455525256149,7.270027485721515,7.429505699728712,7.374874207711446,7.294455525256149,7.382934800828183,7.5461249682417675,7.366156990610338,7.348562930595599,7.218399028816292,7.142792297425408,7.348562930595599,7.339684779249146,7.391547931132892,7.446184440875342,7.507629416563218,7.56969038469547,7.507025148552827,7.507025148552827,7.033257777901972,7.4755682073309195,7.4830462856183875,7.169155509796443,7.474963939320529,7.28463272721638,7.507025148552827,7.357386780982606,7.339684779249146,7.417083023240029,7.546729236252158,7.228653466860402,7.138781860752925,7.247762289808107,7.42609953106662,7.425495263056229,7.256618351046783,7.5461249682417675,7.499076395437337,7.365552722599947,7.569086116685079,7.303011256531234,7.4755682073309195,7.294455525256149,7.247158021797716,7.374269939701056,7.293851257245758,7.507025148552827,7.365552722599947,7.347958662585208,7.417083023240029,7.348562930595599,7.339684779249146,7.138781860752925,7.293851257245758,7.365552722599947,7.511035585225311,7.199507121200886,7.209288141993472,7.4210934599125125,7.1077549651323,7.2280491988500115,7.142792297425408,7.128513525299097,7.569086116685079,7.429505699728712,7.219003296826683,7.4755682073309195,7.50308683210982,7.321158603241494,7.491083604683806,7.391547931132892,7.339080511238755,7.303011256531234,7.321158603241494,7.382934800828183,7.400109944636315,7.321158603241494,7.247158021797716
IMM_018,7.65734569518224,7.38852893675444,7.727735023073638,7.642846125487125,7.405806928186276,7.6134023475946435,7.5053426017371905,7.692969604912962,7.405806928186276,7.5757319296285885,7.456433001256244,7.464700617239845,7.788276565008689,7.431342020293414,7.642846125487125,7.699990032590734,7.4461136692900105,7.687121768793805,7.673182577835932,7.594012364402324,7.586594892839841,7.787581950573018,7.694041182733596,7.562494549193148,7.53357651054035,7.541270902330351,7.4944766908514096,7.4944766908514096,7.499758793845185,7.302526446407137,7.7013926550148355,7.644530318059159,7.4461136692900105,7.642846125487125,7.472921124044813,7.510244006709726,7.491721474779767,7.6013918947679215,7.637733741831642,7.3566338517465875,7.5833451137384635,7.605946542675596,7.579139087920794,7.483639128481908,7.6134023475946435,7.405806928186276,7.4461136692900105,7.644530318059159,7.890006451972515,7.5053426017371905,7.361721481999638,7.920795033745472,7.4143689416897,7.497305282671772,7.975366737424879,7.794036972710317,7.44811773304424,7.422880441545217,7.623306671196362,7.728149037053861,7.7345886941147,7.727735023073638,7.33541020488379,7.412946805354811,7.781673830184442,7.261417018851101,7.828084659930698,7.515700337714207,7.748199125633354,7.568078357085153,7.378999473431474,7.4461136692900105,7.628199349522724,7.890006451972515,7.454287600735711,7.629957516971887,7.308110254299143,7.820844427465119,7.33541020488379,7.600362734783591,7.6501141259511645,7.3710415100255995,7.623306671196362,7.659107392624208,7.781673830184442,7.497305282671772,7.370386343126765,7.734874900242174,7.556537658983661,7.579139087920794,7.644893533404508,7.6134023475946435,7.405806928186276,7.556537658983661,7.890006451972515,7.5053426017371905,7.66616215015816,7.4143689416897,7.497305282671772,7.244069893345365,7.421310278289438,7.396072986790415,7.616038670732323,7.707781239359898,7.700927568318836,7.768041764177373,7.781673830184442,7.261417018851101,7.4944766908514096,7.7213916708785515,7.541270902330351,7.644893533404508,7.6013918947679215,7.8631989972177125,7.556537658983661,7.308110254299143,7.820844427465119,7.66616215015816,7.761469110253887,7.794036972710317,7.666117180267305,7.781673830184442,7.620819819157126,7.577761305846458,7.673182577835932,7.518063511169025,7.687385797020957,7.694041182733596,7.700927568318836,7.265293540208162,7.598452006128672,7.598452006128672,7.63726231759512,7.6013918947679215,7.6013918947679215,7.3265320535373375,7.680169008152038,7.502381888936756,7.510244006709726,7.486527937735919,7.429625546501441,7.47049782791697,7.741569552816181
IMM_019,7.404803770121764,7.664563043922697,7.41458479091435,7.614522361423101,7.481255830559637,7.313655882063569,7.481255830559637,7.2163586807086535,7.303163508245926,7.696984521615074,7.508912173462503,7.43395011578128,7.443536164610478,7.385040515300334,7.123994662559994,7.394955984165417,7.526281080185638,7.6853831123334135,7.6080242296271745,7.828668988677355,7.796843542821956,7.8902881069410205,7.595745899848738,7.718098420041207,7.551929667556248,7.84950249209452,7.620198943573277,7.747748993293787,7.389475672579836,7.400616230185037,7.422642536515036,7.6261759306001675,7.9968442081697075,7.075496144868804,7.249525544643853,7.696924734216105,7.5680729760366,7.885252517043722,7.673748411850011,7.558157507171517,8.318873591334588,7.979918484886573,7.295236788596281,7.538119753934971,7.271220615743172,7.385040515300334,6.973308693708918,7.486772873934751,7.271220615743172,7.462519267978052,6.9637859195904115,7.577920761992947,7.639759652922124,7.23855442682285,6.954199870761213,7.780663615766522,7.919376942951522,8.14176936428797,7.601898126830332,7.796843542821956,8.069317569939681,8.14176936428797,7.493565505042259,7.84432225298884,7.41458479091435,7.354878544790082,7.5279955366612645,7.507531434101549,8.159327735672274,8.16513335735348,7.742189467951888,7.595745899848738,8.105998233266149,8.254979974735962,7.601898126830332,7.355528340656499,7.385040515300334,7.271220615743172,7.493565505042259,7.49718948988009,8.176674979236171,7.9733157500623255,7.601898126830332,7.714065867037498,7.939841045511238,8.069317569939681,7.736608435688587,7.736608435688587,7.839123346314522,7.500168239866507,7.038264135549689,7.271220615743172,7.385040515300334,6.854664197210299,7.271220615743172,7.462519267978052,7.029161928442436,7.639759652922124,7.23855442682285,6.9637859195904115,7.439626697931455,7.662019119267904,7.287623604486406,7.589567324919614,7.662019119267904,7.117698603044094,7.41458479091435,7.354878544790082,7.241081018549376,7.679577490652208,7.6853831123334135,7.038264135549689,7.626247988246082,7.775229729715895,6.854664197210299,7.385040515300334,7.271220615743172,7.029161928442436,7.439626697931455,7.8598075004862595,7.691131372440938,7.112022020893918,7.334414442230366,7.507531434101549,7.513283739656765,7.69116546492742,7.682029165333685,7.583362175392905,7.696924734216105,7.616653156481661,7.303163508245926,7.518014380569755,7.940490841377655,7.667895685604573,7.667895685604573,7.8598075004862595,7.764300169557635,7.780663615766522,7.742189467951888,7.714065867037498,7.736608435688587,7.807530221619204,7.662019119267904
IMM_020,6.9919334362043175,6.910139345040671,6.836138763596893,6.933986086995039,7.297869498323779,7.260636592124804,7.014476004855406,6.836138763596893,7.014476004855406,6.945763254771392,7.2320674399280325,7.090711590682491,7.003248749432152,6.797664615782258,7.12218982215566,6.744715735833299,6.826363935104434,7.2508617636323445,7.004701176362946,7.1633989223820045,7.133025273338486,7.402864857077394,7.231878660264771,7.232949752456923,7.2126424414018535,6.970753844439609,6.81365288335488,7.037868040298146,7.111813314955288,6.979565516656849,6.979565516656849,6.62849107610997,6.959258205601779,7.047642868790605,7.025616562460606,6.851454916067264,7.002465918766927,6.993473920939692,6.970753844439609,6.8964242813566035,6.969033034094239,6.744715735833299,7.133025273338486,6.991061155494679,7.222417269894313,7.3782881807790766,7.0268969224771425,6.846671246159503,7.058531184933342,7.014476004855406,7.26959832621393,7.183706233437074,7.19307330831217,7.12218982215566,6.888291684247636,7.004701176362946,7.307029497609255,7.036671750969602,6.947670231326567,6.993473920939692,7.069337939889924,6.797664615782258,7.2126424414018535,7.1124149936632,6.75813625159562,7.307029497609255,7.058175351353215,7.2036057908747795,7.025616562460606,7.069337939889924,7.0268969224771425,6.900364516548211,7.014476004855406,6.898066512740096,6.851454916067264,6.956295737334002,6.848738800376527,7.047642868790605,7.2126424414018535,7.183706233437074,7.025616562460606,7.132531766377118,6.947670231326567,6.959258205601779,6.848738800376527,7.101280832392678,6.912337158214287,6.707719438605815,6.959258205601779,6.73494090734084,7.18329847981971,7.222417269894313,7.3782881807790766,7.260260461634593,7.058531184933342,7.014476004855406,6.851454916067264,7.19307330831217,7.12218982215566,6.888291684247636,7.297254669116795,7.0268969224771425,7.059563111397464,7.059563111397464,6.7878897872897985,7.004701176362946,6.75813625159562,7.307029497609255,6.959258205601779,7.015841733968147,7.059563111397464,7.18329847981971,7.004701176362946,6.888291684247636,7.260260461634593,6.848738800376527,7.047642868790605,6.851454916067264,6.900364516548211,6.7878897872897985,7.2036057908747795,7.025616562460606,6.945763254771392,7.280567772689663,7.324390799054309,7.048756356440882,6.871762227122334,7.048756356440882,7.1633989223820045,6.908598995302706,6.873613469015557,6.873613469015557,7.079870422452534,6.863838640523097,7.231878660264771,6.800828842997296,7.048756356440882,7.297254669116795,7.1124149936632,7.004701176362946,7.143221040444375,7.2126424414018535,6.888291684247636
IMM_021,7.228682056793877,7.217454801370623,7.304917642620962,7.455859540695702,7.387379802812935,7.397363891385558,7.51207555026225,7.436623321832784,7.283543991828395,7.5661829556017,7.436623321832784,7.19473472487054,7.70127057863488,7.407279360250641,7.709307897700298,7.14819213893351,7.726890737125221,7.721394749370369,8.06735011490418,8.122599975469644,7.931145731305871,7.9453595905255705,7.8974251134618685,7.82454143163142,8.075989033178054,7.872847090741202,7.822398068053846,7.636338979417597,7.714218016725422,7.615364629799137,7.991513115684386,7.625560396905025,8.272934248554076,7.493579206644861,7.575006805988707,8.04991552156816,7.833365282018427,7.780728888752772,8.005384361597788,7.4981810904287975,8.367201920875305,8.502857020232872,6.699199003256173,7.82454143163142,7.397363891385558,7.54837167948524,6.877796306712937,7.645738278842655,7.493579206644861,7.521235549547726,6.786003830793446,7.594754350123851,7.19473472487054,7.521235549547726,6.95475828852782,7.764787344883751,8.479549646740802,8.575006805988707,7.606834985107514,7.8974251134618685,8.130344137600584,8.474842644063274,7.743254183334108,7.7860038307934465,7.261848920729077,7.304917642620962,7.520207396758797,7.665637836280361,8.575006805988707,8.592494232717549,7.931145731305871,7.827523100231713,8.5661829556017,8.261848920729078,7.9917524960100215,7.694981797862504,7.14819213893351,7.261848920729077,7.743254183334108,7.797741372287706,8.507473648303241,8.609772224149383,7.606834985107514,7.857896749275231,8.441456475568728,8.660398297219352,7.902290868633686,7.950066593203098,7.837718867337601,7.973373966695168,6.827523100231713,7.397363891385558,7.54837167948524,6.630486253172159,7.493579206644861,7.521235549547726,6.857896749275231,7.19473472487054,7.521235549547726,6.721394749370369,7.950066593203098,8.045523752451004,6.857896749275231,7.600861084062881,7.9453595905255705,6.732365867191373,7.261848920729077,7.304917642620962,7.045523752451003,8.045523752451004,8.063011179179846,6.827523100231713,8.036699902063997,7.7323658671913735,6.630486253172159,7.14819213893351,7.261848920729077,6.857896749275231,7.748667679520474,7.911973422031024,7.615364629799137,7.3672019208753055,7.31548688433115,7.418327782739583,7.8172547647778865,7.9453595905255705,7.645738278842655,7.996310777972327,8.014401234955223,7.509236278937793,7.592494232717548,7.592494232717548,7.645738278842655,7.822398068053846,7.827523100231713,7.882728602255168,7.9453595905255705,7.902290868633686,7.867880837847854,7.9453595905255705,7.987179766220199,7.748667679520474,7.9453595905255705
IMM_022,7.092971853446188,7.3397656182727715,7.114345504238755,7.3122848818506645,7.22655500782478,7.20679175300335,7.22655500782478,7.124914745948942,7.293669203683317,7.274810176432001,7.566041474096447,7.3397656182727715,7.4277620992706,7.284270505681068,7.255701353484296,7.145823735711923,7.210388237352453,7.069032388106912,7.632621238035502,7.31248642497119,7.238957389549225,7.181241891692937,7.2761902957482,7.502428348094654,7.489364187055269,7.191022912485523,7.505131502913586,7.090094003634742,7.1765530686906285,7.4543340598936085,7.387607946092795,7.326578512695235,7.25769395213081,7.357799541103033,7.145823735711923,7.382448983138757,7.27213072867286,7.229497060300158,7.339121551474657,7.234656023254196,7.375610817219493,7.246051183450577,7.036851982357763,6.89361910541913,7.469826158837144,7.573777122876052,7.33029770108765,7.253515050505512,7.145823735711923,7.46151089062514,7.4491750969395705,7.387607946092795,6.847061625403604,7.321503411880043,7.31248642497119,7.4814154339397785,7.494488213071413,7.321503411880043,7.25769395213081,7.181241891692937,7.124914745948942,7.114345504238755,7.4573029778229705,7.285350295033676,7.393204877234232,7.3844346676065,7.156653511252923,7.594058823560221,7.145823735711923,7.135407119766585,7.2669717657188215,7.432780658688902,7.518735759318091,7.274810176432001,7.3909604829942745,7.379045932589372,7.321503411880043,7.156165679933382,7.4573029778229705,7.225133249135689,7.502616093954813,7.274810176432001,7.25769395213081,7.53615839853421,7.3397656182727715,7.3122848818506645,7.191022912485523,7.473422643186248,7.33029770108765,7.200738067318734,7.33029770108765,7.469826158837144,7.573777122876052,7.248356087551474,7.145823735711923,7.46151089062514,7.238957389549225,6.847061625403604,7.321503411880043,7.31248642497119,7.4491750969395705,7.2761902957482,7.219974286181651,7.079601629817099,7.069032388106912,7.3034976417439355,7.393204877234232,7.3844346676065,7.33029770108765,7.1005106195800805,7.090094003634742,7.33029770108765,7.473422643186248,7.229497060300158,7.248356087551474,7.321503411880043,7.156165679933382,7.238957389549225,7.382448983138757,7.285350295033676,7.335456664041688,7.321503411880043,7.410586955462468,7.253515050505512,7.181241891692937,7.200738067318734,7.244116352503263,7.058385143907404,7.2761902957482,7.317645387925228,7.558264123504728,7.20679175300335,7.225133249135689,7.543811971077646,7.399422061742471,7.347891761102389,7.321419549741197,6.992796802279827,7.3909604829942745,7.2761902957482,7.3909604829942745,7.4491750969395705,7.31248642497119
IMM_023,8.054678561795157,7.7627892932891776,7.462556269501134,7.576376169058296,7.872200510009759,7.8394105748920895,7.536018431442155,7.68186929790561,7.709350034327717,7.644394592486947,7.462556269501134,7.576376169058296,7.605920444672312,7.451749514544551,7.709350034327717,7.736317081927986,7.275197625320674,7.47142111363232,7.385521040226672,7.2847203994391805,7.331413634887222,7.2847203994391805,7.113608483046426,7.779270432556881,7.303579426690496,7.496224504632893,7.2847203994391805,7.367709764110212,7.808310105508234,7.5515346901461236,7.852070491036647,7.642300154069305,7.41183231734252,7.644394592486947,7.576376169058296,7.504398436078593,7.724925211008573,7.102882076453367,7.496224504632893,7.674200238535592,7.896312966126567,7.7801713715174134,9.118941927349466,7.434495268955903,7.880282856307618,7.546214198548044,8.982236722373507,7.749634198180628,7.951055930720999,7.556338415821751,8.847364520736742,7.702600664337119,7.727383957157978,7.525750095988328,8.979307391334835,7.275197625320674,7.727383957157978,7.736317081927986,7.166075902940562,7.520608663259852,7.653854921736014,7.864072629126359,7.23646523083196,7.37664288888022,7.625285769539242,7.576376169058296,7.545275699674441,7.950084066636398,7.727383957157978,7.864072629126359,7.446183822133297,7.403115100241411,7.615635599505523,7.615635599505523,7.21670197601053,7.677065572229981,7.504991535821531,7.653854921736014,7.23646523083196,7.768563926715478,7.451749514544551,7.805858015181063,7.166075902940562,7.420497178469647,7.663253619738263,7.586291637923379,7.014072809495512,7.312917291269833,7.536638773078801,7.420497178469647,8.684251312450515,7.880282856307618,7.546214198548044,8.856971848410783,7.951055930720999,7.556338415821751,9.05081335631053,7.727383957157978,7.525750095988328,9.145317342773764,7.367709764110212,7.37664288888022,8.840923907178913,7.294180728688247,7.504398436078593,8.91637613560838,7.625285769539242,7.576376169058296,9.378867553994734,7.367709764110212,7.504398436078593,8.684251312450515,7.2559614064577564,7.2559614064577564,8.856971848410783,7.504991535821531,7.653854921736014,9.05081335631053,7.403115100241411,7.488003997827924,7.347244075184985,7.515408151766869,7.700247827220465,7.519964611145253,7.226617444875613,7.479736381844323,7.713806119045,7.155733958719103,7.312917291269833,7.808310105508234,7.625285769539242,7.7627892932891776,7.503916669913384,7.403115100241411,7.496224504632893,7.246246251624545,7.358720980882958,7.312917291269833,7.176344238394389,7.385521040226672,7.303579426690496,7.43767232227778,7.275197625320674
